t_s,i_gate_A,R_ohm,G_S,G_nv (S),G_volatile (S),drift_on
6.800637708406757909e-02,-1.000000000000000036e-10,4.770941319916006478e+02,2.096022426068332428e-03,2.083749342907187212e-03,1.227308316114531409e-05,1.000000000000000000e+00
6.850669593827095338e-02,-1.000000000000000036e-10,4.764909436781184695e+02,2.098675773941938681e-03,2.085904290508558152e-03,1.277148343338041941e-05,1.000000000000000000e+00
6.903203073518450472e-02,-1.000000000000000036e-10,4.758635981133339783e+02,2.101442522531078543e-03,2.088165790512183390e-03,1.327673201889505566e-05,1.000000000000000000e+00
6.958363227194372391e-02,-1.000000000000000036e-10,4.752112717343096620e+02,2.104327189779074420e-03,2.090539058479442842e-03,1.378813129963150065e-05,1.000000000000000000e+00
7.000000000000000666e-02,-1.000000000000000036e-10,4.747241528379289548e+02,2.106486459603837489e-03,2.092329399747522821e-03,1.415705985631466979e-05,1.000000000000000000e+00
7.020050000000001289e-02,0.000000000000000000e+00,4.747689173168424190e+02,2.106287845572330560e-03,2.092329359801318924e-03,1.395848577101179367e-05,0.000000000000000000e+00
7.041102500000001596e-02,0.000000000000000000e+00,4.748151628884771753e+02,2.106082699458518021e-03,2.092329317857805591e-03,1.375338160071258051e-05,0.000000000000000000e+00
7.063207625000002265e-02,0.000000000000000000e+00,4.748629009318433418e+02,2.105870974627957037e-03,2.092329273817117394e-03,1.354170081083959987e-05,0.000000000000000000e+00
7.086418006250001789e-02,0.000000000000000000e+00,4.749121389931162298e+02,2.105652641602607806e-03,2.092329227574395937e-03,1.332341402821202828e-05,0.000000000000000000e+00
7.110788906562501288e-02,0.000000000000000000e+00,4.749628803982185445e+02,2.105427689762997146e-03,2.092329179019539621e-03,1.309851074345748645e-05,0.000000000000000000e+00
7.136378351890626526e-02,0.000000000000000000e+00,4.750151238545609544e+02,2.105196129094571121e-03,2.092329128036941703e-03,1.286700105762935197e-05,0.000000000000000000e+00
7.163247269485158164e-02,0.000000000000000000e+00,4.750688630447527316e+02,2.104957991965466547e-03,2.092329074505215342e-03,1.262891746025123901e-05,0.000000000000000000e+00
7.191459632959415482e-02,0.000000000000000000e+00,4.751240862156560638e+02,2.104713334920481783e-03,2.092329018296903900e-03,1.238431662357772391e-05,0.000000000000000000e+00
7.221082614607386707e-02,0.000000000000000000e+00,4.751807757667470469e+02,2.104462240473448965e-03,2.092328959278179096e-03,1.213328119526968260e-05,0.000000000000000000e+00
7.252186745337756146e-02,0.000000000000000000e+00,4.752389078423767046e+02,2.104204818877480725e-03,2.092328897308519658e-03,1.187592156896087881e-05,0.000000000000000000e+00
7.284846082604644335e-02,0.000000000000000000e+00,4.752984519331748743e+02,2.103941209849755859e-03,2.092328832240379546e-03,1.161237760937619652e-05,0.000000000000000000e+00
7.319138386734876101e-02,0.000000000000000000e+00,4.753593704925083330e+02,2.103671584224634482e-03,2.092328763918834510e-03,1.134282030579993995e-05,0.000000000000000000e+00
7.355145306071619871e-02,0.000000000000000000e+00,4.754216185745689813e+02,2.103396145506058589e-03,2.092328692181214759e-03,1.106745332484403869e-05,0.000000000000000000e+00
7.392952571375201176e-02,0.000000000000000000e+00,4.754851435013213177e+02,2.103115131287421925e-03,2.092328616856716818e-03,1.078651443070528878e-05,0.000000000000000000e+00
7.432650199943961755e-02,0.000000000000000000e+00,4.755498845661525706e+02,2.102828814504511742e-03,2.092328537765997167e-03,1.050027673851459388e-05,0.000000000000000000e+00
7.474332709941160224e-02,0.000000000000000000e+00,4.756157727826259816e+02,2.102537504484816577e-03,2.092328454720744635e-03,1.020904976407192040e-05,0.000000000000000000e+00
7.518099345438218617e-02,0.000000000000000000e+00,4.756827306872081635e+02,2.102241547754576858e-03,2.092328367523233271e-03,9.913180231343771904e-06,0.000000000000000000e+00
7.564054312710129235e-02,0.000000000000000000e+00,4.757506722051987822e+02,2.101941328563555235e-03,2.092328275965850502e-03,9.613052597704709615e-06,0.000000000000000000e+00
7.612307028345635662e-02,0.000000000000000000e+00,4.758195025892982244e+02,2.101637269086774080e-03,2.092328179830603169e-03,9.309089256171052733e-06,0.000000000000000000e+00
7.662972379762916786e-02,0.000000000000000000e+00,4.758891184402706358e+02,2.101329829262551293e-03,2.092328078888598415e-03,9.001750373952666656e-06,0.000000000000000000e+00
7.716170998751062382e-02,0.000000000000000000e+00,4.759594078189709307e+02,2.101019506227189918e-03,2.092327972899498973e-03,8.691533327691055224e-06,0.000000000000000000e+00
7.772029548688615119e-02,0.000000000000000000e+00,4.760302504585474139e+02,2.100706833308862813e-03,2.092327861610950718e-03,8.378971697912179821e-06,0.000000000000000000e+00
7.830681026123045840e-02,0.000000000000000000e+00,4.761015180848984869e+02,2.100392378546627175e-03,2.092327744757981577e-03,8.064633788645606820e-06,0.000000000000000000e+00
7.892265077429197473e-02,0.000000000000000000e+00,4.761730748523910961e+02,2.100076742705349244e-03,2.092327622062371394e-03,7.749120642977726082e-06,0.000000000000000000e+00
7.956928331300656965e-02,0.000000000000000000e+00,4.762447779004452286e+02,2.099760556763608736e-03,2.092327493231988834e-03,7.433063531619920530e-06,0.000000000000000000e+00
8.024824747865690056e-02,0.000000000000000000e+00,4.763164780348068916e+02,2.099444478859546857e-03,2.092327357960096189e-03,7.117120899450649174e-06,0.000000000000000000e+00
8.096115985258973968e-02,0.000000000000000000e+00,4.763880205351891277e+02,2.099129190689070796e-03,2.092327215924618625e-03,6.801974764452079897e-06,0.000000000000000000e+00
8.170971784521922909e-02,0.000000000000000000e+00,4.764592460884415459e+02,2.098815393361843935e-03,2.092327066787377874e-03,6.488326574465905641e-06,0.000000000000000000e+00
8.249570373748019159e-02,0.000000000000000000e+00,4.765299918435630389e+02,2.098503802732910786e-03,2.092326910193287315e-03,6.176892539623557104e-06,0.000000000000000000e+00
8.332098892435420290e-02,0.000000000000000000e+00,4.766000925817203893e+02,2.098195144241468343e-03,2.092326745769505433e-03,5.868398471962921949e-06,0.000000000000000000e+00
8.418753837057191269e-02,0.000000000000000000e+00,4.766693819910605612e+02,2.097890147302882390e-03,2.092326573124548943e-03,5.563574178333490964e-06,0.000000000000000000e+00
8.509741528910050312e-02,0.000000000000000000e+00,4.767376940325889336e+02,2.097589539315181020e-03,2.092326391847360804e-03,5.263147467820102361e-06,0.000000000000000000e+00
8.605278605355552723e-02,0.000000000000000000e+00,4.768048643798474018e+02,2.097294039356419580e-03,2.092326201506330974e-03,4.967837850088796135e-06,0.000000000000000000e+00
8.705592535623329908e-02,0.000000000000000000e+00,4.768707319116946906e+02,2.097004351663957038e-03,2.092326001648269450e-03,4.678350015687421885e-06,0.000000000000000000e+00
8.810922162404495606e-02,0.000000000000000000e+00,4.769351402343358473e+02,2.096721159000075000e-03,2.092325791797326404e-03,4.395367202748533728e-06,0.000000000000000000e+00
8.921518270524719796e-02,0.000000000000000000e+00,4.769979392060174064e+02,2.096445116019873996e-03,2.092325571453859841e-03,4.119544566014130410e-06,0.000000000000000000e+00
9.037644184050955265e-02,0.000000000000000000e+00,4.770589864357039005e+02,2.096176842766122022e-03,2.092325340093246448e-03,3.851502672875479539e-06,0.000000000000000000e+00
9.159576393253503201e-02,0.000000000000000000e+00,4.771181487257267690e+02,2.095916918421088931e-03,2.092325097164630856e-03,3.591821256457954386e-06,0.000000000000000000e+00
9.287605212916177910e-02,0.000000000000000000e+00,4.771753034280243924e+02,2.095665875446625810e-03,2.092324842089616794e-03,3.341033357009166645e-06,0.000000000000000000e+00
9.422035473561986285e-02,0.000000000000000000e+00,4.772303396842979168e+02,2.095424194240311146e-03,2.092324574260887114e-03,3.099619979423889262e-06,0.000000000000000000e+00
9.563187247240086120e-02,0.000000000000000000e+00,4.772831595222716601e+02,2.095192298427065239e-03,2.092324293040759633e-03,2.868005386305808708e-06,0.000000000000000000e+00
9.711396609602090946e-02,0.000000000000000000e+00,4.773336787833015933e+02,2.094970550892087408e-03,2.092323997759668389e-03,2.646553132418903979e-06,0.000000000000000000e+00
9.867016440082194972e-02,0.000000000000000000e+00,4.773818278607848242e+02,2.094759250642490560e-03,2.092323687714569853e-03,2.435562927920723023e-06,0.000000000000000000e+00
1.003041726208630524e-01,0.000000000000000000e+00,4.774275522340406042e+02,2.094558630562209922e-03,2.092323362167268063e-03,2.235268394942024650e-06,0.000000000000000000e+00
1.020198812519062109e-01,0.000000000000000000e+00,4.774708127883815223e+02,2.094368856098450474e-03,2.092323020342658647e-03,2.045835755791828595e-06,0.000000000000000000e+00
1.038213753145015156e-01,0.000000000000000000e+00,4.775115859186563512e+02,2.094190024889467337e-03,2.092322661426881773e-03,1.867363462585558878e-06,0.000000000000000000e+00
1.057129440802265924e-01,0.000000000000000000e+00,4.775498634202726294e+02,2.094022167314368594e-03,2.092322284565385770e-03,1.699882748982765650e-06,0.000000000000000000e+00
1.076990912842379217e-01,0.000000000000000000e+00,4.775856521781900028e+02,2.093865247917653296e-03,2.092321888860891425e-03,1.543359056761892412e-06,0.000000000000000000e+00
1.097040912842379146e-01,0.000000000000000000e+00,4.776177622275120598e+02,2.093724478202409027e-03,2.092321489400392458e-03,1.402988802016419297e-06,0.000000000000000000e+00
1.100000000000000006e-01,0.000000000000000000e+00,4.776221900252849650e+02,2.093705068324109349e-03,2.092321430445864133e-03,1.383637878245196291e-06,0.000000000000000000e+00
1.101000000000000034e-01,-1.000000000000000036e-10,4.774778756869370682e+02,2.094337875993357214e-03,2.092768914731834608e-03,1.568961261522441779e-06,1.000000000000000000e+00
1.102049999999999974e-01,-1.000000000000000036e-10,4.773267912621263918e+02,2.095000779981035996e-03,2.093238713331092415e-03,1.762066649943622095e-06,1.000000000000000000e+00
1.103152500000000036e-01,-1.000000000000000036e-10,4.771686397672087878e+02,2.095695141423919734e-03,2.093731935995404164e-03,1.963205428515691764e-06,1.000000000000000000e+00
1.104310125000000087e-01,-1.000000000000000036e-10,4.770031130211995105e+02,2.096422376923894135e-03,2.094249747378735572e-03,2.172629545158492660e-06,1.000000000000000000e+00
1.105525631250000029e-01,-1.000000000000000036e-10,4.768298913752848875e+02,2.097183960333892996e-03,2.094793369726073284e-03,2.390590607819763515e-06,1.000000000000000000e+00
1.106801912812500066e-01,-1.000000000000000036e-10,4.766486434471027565e+02,2.097981424573124552e-03,2.095364085691429814e-03,2.617338881694571067e-06,1.000000000000000000e+00
1.108142008453125021e-01,-1.000000000000000036e-10,4.764590258605030613e+02,2.098816363472099517e-03,2.095963241291016847e-03,2.853122181082775174e-06,1.000000000000000000e+00
1.109549108875781259e-01,-1.000000000000000036e-10,4.762606829914257673e+02,2.099690433648505102e-03,2.096592248997836225e-03,3.098184650668942417e-06,1.000000000000000000e+00
1.111026564319570337e-01,-1.000000000000000036e-10,4.760532467204500335e+02,2.100605356415569547e-03,2.097252590984197314e-03,3.352765431372214621e-06,1.000000000000000000e+00
1.112577892535548812e-01,-1.000000000000000036e-10,4.758363361924383526e+02,2.101562919725362671e-03,2.097945822518953920e-03,3.617097206408717418e-06,1.000000000000000000e+00
1.114206787162326240e-01,-1.000000000000000036e-10,4.756095575835533396e+02,2.102564980150390880e-03,2.098673575526539738e-03,3.891404623851011526e-06,1.000000000000000000e+00
1.115917126520442615e-01,-1.000000000000000036e-10,4.753725038757325478e+02,2.103613464907954853e-03,2.099437562315177065e-03,4.175902592777627270e-06,1.000000000000000000e+00
1.117712982846464781e-01,-1.000000000000000036e-10,4.751247546384789757e+02,2.104710373933046507e-03,2.100239579481946641e-03,4.470794451099793107e-06,1.000000000000000000e+00
1.119598631988787951e-01,-1.000000000000000036e-10,4.748658758175554908e+02,2.105857782007065481e-03,2.101081512002714834e-03,4.776270004350810072e-06,1.000000000000000000e+00
1.121578563588227356e-01,-1.000000000000000036e-10,4.745954195298567129e+02,2.107057840951392143e-03,2.101965337515246997e-03,5.092503436145278985e-06,1.000000000000000000e+00
1.123657491767638683e-01,-1.000000000000000036e-10,4.743129238633637215e+02,2.108312781896856062e-03,2.102893130804177162e-03,5.419651092678840161e-06,1.000000000000000000e+00
1.125840366356020555e-01,-1.000000000000000036e-10,4.740179126806791601e+02,2.109624917642399615e-03,2.103867068496838126e-03,5.757849145561439729e-06,1.000000000000000000e+00
1.128132384673821570e-01,-1.000000000000000036e-10,4.737098954241704973e+02,2.110996645118796890e-03,2.104889433979325545e-03,6.107211139471434412e-06,1.000000000000000000e+00
1.130539003907512635e-01,-1.000000000000000036e-10,4.733883669202373312e+02,2.112430447976118217e-03,2.105962622542521291e-03,6.467825433597078154e-06,1.000000000000000000e+00
1.133065954102888268e-01,-1.000000000000000036e-10,4.730528071796534277e+02,2.113928899316784831e-03,2.107089146768183034e-03,6.839752548601766468e-06,1.000000000000000000e+00
1.135719251808032654e-01,-1.000000000000000036e-10,4.727026811903226644e+02,2.115494664599487304e-03,2.108271642165576026e-03,7.223022433911122511e-06,1.000000000000000000e+00
1.138505214398434356e-01,-1.000000000000000036e-10,4.723374386981387829e+02,2.117130504742986610e-03,2.109512873069518176e-03,7.617631673468343721e-06,1.000000000000000000e+00
1.141430475118356130e-01,-1.000000000000000036e-10,4.719565139709562800e+02,2.118839279462808763e-03,2.110815738811085054e-03,8.023540651723493720e-06,1.000000000000000000e+00
1.144501998874273979e-01,-1.000000000000000036e-10,4.715593255399738837e+02,2.120623950878117864e-03,2.112183280172628703e-03,8.440670705488962752e-06,1.000000000000000000e+00
1.147727098817987734e-01,-1.000000000000000036e-10,4.711452759121211784e+02,2.122487587430509776e-03,2.113618686139141431e-03,8.868901291368558049e-06,1.000000000000000000e+00
1.151113453758887128e-01,-1.000000000000000036e-10,4.707137512463364146e+02,2.124433368161098620e-03,2.115125300958396910e-03,9.308067202701841451e-06,1.000000000000000000e+00
1.154669126446831451e-01,-1.000000000000000036e-10,4.702641209859546620e+02,2.126464587396976764e-03,2.116706631522685591e-03,9.757955874291039062e-06,1.000000000000000000e+00
1.158402582769172962e-01,-1.000000000000000036e-10,4.697957374388128642e+02,2.128584659902841344e-03,2.118366355085330062e-03,1.021830481751123104e-05,1.000000000000000000e+00
1.162322711907631673e-01,-1.000000000000000036e-10,4.693079352961514701e+02,2.130797126558197328e-03,2.120108327325554137e-03,1.068879923264323917e-05,1.000000000000000000e+00
1.166438847503013243e-01,-1.000000000000000036e-10,4.688000310809958933e+02,2.133105660624896958e-03,2.121936590775606434e-03,1.116906984929049813e-05,1.000000000000000000e+00
1.170760789878163843e-01,-1.000000000000000036e-10,4.682713225164544610e+02,2.135514074673793873e-03,2.123855383624389213e-03,1.165869104940484438e-05,1.000000000000000000e+00
1.175298829372072029e-01,-1.000000000000000036e-10,4.677210878043367188e+02,2.138026328242726738e-03,2.125869148912137244e-03,1.215717933058927704e-05,1.000000000000000000e+00
1.180063770840675680e-01,-1.000000000000000036e-10,4.671485848047083778e+02,2.140646536300758098e-03,2.127982544130967331e-03,1.266399216979088575e-05,1.000000000000000000e+00
1.185066959382709423e-01,-1.000000000000000036e-10,4.665530501075087386e+02,2.143378978595398762e-03,2.130200451246350244e-03,1.317852734904838094e-05,1.000000000000000000e+00
1.190320307351844936e-01,-1.000000000000000036e-10,4.659336979882187961e+02,2.146228109960153854e-03,2.132527987154742878e-03,1.370012280541094730e-05,1.000000000000000000e+00
1.195836322719437128e-01,-1.000000000000000036e-10,4.652897192408187266e+02,2.149198571659032778e-03,2.134970514592745942e-03,1.422805706628672753e-05,1.000000000000000000e+00
1.199999999999999956e-01,-1.000000000000000036e-10,4.648088589424127122e+02,2.151421989407251156e-03,2.136813070742045895e-03,1.460891866520514741e-05,1.000000000000000000e+00
1.202005000000000018e-01,0.000000000000000000e+00,4.648529046965553562e+02,2.151218137816683293e-03,2.136813029903944332e-03,1.440510791273903397e-05,0.000000000000000000e+00
1.204110250000000049e-01,0.000000000000000000e+00,4.648984073025706039e+02,2.151007584220800128e-03,2.136812987023938362e-03,1.419459719686186280e-05,0.000000000000000000e+00
1.206320762500000116e-01,0.000000000000000000e+00,4.649453779012811765e+02,2.150790281030223478e-03,2.136812941999933439e-03,1.397733903029023447e-05,0.000000000000000000e+00
1.208641800625000068e-01,0.000000000000000000e+00,4.649938238580798497e+02,2.150566198283976934e-03,2.136812894724729288e-03,1.375330355924767666e-05,0.000000000000000000e+00
1.211078890656250018e-01,0.000000000000000000e+00,4.650437483816248232e+02,2.150335325396910118e-03,2.136812845085765775e-03,1.352248031114447668e-05,0.000000000000000000e+00
1.213637835189062542e-01,0.000000000000000000e+00,4.650951501318942292e+02,2.150097672952329397e-03,2.136812792964855323e-03,1.328487998747388274e-05,0.000000000000000000e+00
1.216324726948515705e-01,0.000000000000000000e+00,4.651480228203777187e+02,2.149853274526680215e-03,2.136812738237901018e-03,1.304053628877901561e-05,0.000000000000000000e+00
1.219145963295941437e-01,0.000000000000000000e+00,4.652023548057267135e+02,2.149602188530645545e-03,2.136812680774600407e-03,1.278950775604533985e-05,0.000000000000000000e+00
